 Magic Resistance,Skyrim.esm:053128
Dragonbane,Skyrim.esm:0F71CE
Dragonbane,Skyrim.esm:0F71CF
Dragonbane,Skyrim.esm:0F71D0
Dragonbone Battleaxe,Dawnguard.esm:0113B7
Dragonbone Battleaxe,Dawnguard.esm:0113B8
Dragonbone Battleaxe,Dawnguard.esm:0113B9
Dragonbone Battleaxe,Dawnguard.esm:0113BA
Dragonbone Battleaxe,Dawnguard.esm:0113BB
Dragonbone Battleaxe,Dawnguard.esm:014CA0
Dragonbone Battleaxe,Dawnguard.esm:014FC3
Dragonbone Bow,Dawnguard.esm:0176F1
Dragonbone Bow,Dawnguard.esm:01A179
Dragonbone Bow,Dawnguard.esm:01A17A
Dragonbone Bow,Dawnguard.esm:01A17B
Dragonbone Bow,Dawnguard.esm:01A17C
Dragonbone Bow,Dawnguard.esm:01A17D
Dragonbone Crossbow,Requiem.esp:8F7F92
Dragonbone Dagger,Dawnguard.esm:014FCB
Dragonbone Dai-Katana,Requiem.esp:ADDE2F
Dragonbone Greatsword,Dawnguard.esm:014C9F
Dragonbone Greatsword,Dawnguard.esm:014FCC
Dragonbone Katana,Requiem.esp:ADDE2E
Dragonbone Mace,Dawnguard.esm:014FCD
Dragonbone Mace,Dawnguard.esm:01A173
Dragonbone Mace,Dawnguard.esm:01A174
Dragonbone Mace,Dawnguard.esm:01A175
Dragonbone Mace,Dawnguard.esm:01A176
Dragonbone Mace,Dawnguard.esm:01A177
Dragonbone Quarterstaff of Animus,Requiem.esp:ADE320
Dragonbone Quarterstaff of Annihilating,Requiem.esp:ADE321
Dragonbone Quarterstaff of Banishing,Requiem.esp:ADE322
Dragonbone Quarterstaff of Blizzards,Requiem.esp:ADE323
Dragonbone Quarterstaff of Damnation,Requiem.esp:ADE324
Dragonbone Quarterstaff of Debilitation,Requiem.esp:ADE325
Dragonbone Quarterstaff of Depleting,Requiem.esp:ADE326
Dragonbone Quarterstaff of Despair,Requiem.esp:ADE327
Dragonbone Quarterstaff of Devouring,Requiem.esp:ADE328
Dragonbone Quarterstaff of Dread,Requiem.esp:ADE329
Dragonbone Quarterstaff of Enervating,Requiem.esp:ADE32A
Dragonbone Quarterstaff of Evoking,Requiem.esp:ADE32B
Dragonbone Quarterstaff of Exhaustion,Requiem.esp:ADE32C
Dragonbone Quarterstaff of Expelling,Requiem.esp:ADE32D
Dragonbone Quarterstaff of Extreme Chaos,Requiem.esp:ADE32E
Dragonbone Quarterstaff of Fire,Requiem.esp:ADE32F
Dragonbone Quarterstaff of Freezing,Requiem.esp:ADE330
Dragonbone Quarterstaff of Garnering,Requiem.esp:ADE331
Dragonbone Quarterstaff of Harvesting,Requiem.esp:ADE332
Dragonbone Quarterstaff of High Chaos,Requiem.esp:ADE333
Dragonbone Quarterstaff of Holy Light,Requiem.esp:ADE370
Dragonbone Quarterstaff of Immobilizing,Requiem.esp:ADE334
Dragonbone Quarterstaff of Leeching,Requiem.esp:ADE335
Dragonbone Quarterstaff of Lethargy,Requiem.esp:ADE336
Dragonbone Quarterstaff of Lightning,Requiem.esp:ADE337
Dragonbone Quarterstaff of Malediction,Requiem.esp:ADE338
Dragonbone Quarterstaff of Nullifying,Requiem.esp:ADE339
Dragonbone Quarterstaff of Petrifying,Requiem.esp:ADE33A
Dragonbone Quarterstaff of Repulsion,Requiem.esp:ADE36E
Dragonbone Quarterstaff of Storms,Requiem.esp:ADE33B
Dragonbone Quarterstaff of Stunning,Requiem.esp:ADE33C
Dragonbone Quarterstaff of Subsuming,Requiem.esp:ADE33D
Dragonbone Quarterstaff of Terror,Requiem.esp:ADE33E
Dragonbone Quarterstaff of the Blaze,Requiem.esp:ADE33F
Dragonbone Quarterstaff of the Inferno,Requiem.esp:ADE340
Dragonbone Quarterstaff of the Sorcerer,Requiem.esp:ADE341
Dragonbone Quarterstaff of the Vampire,Requiem.esp:ADE342
Dragonbone Quarterstaff of Thunderbolts,Requiem.esp:ADE343
Dragonbone Quarterstaff of Turning,Requiem.esp:ADE372
Dragonbone Quarterstaff of Ultimate Chaos,Requiem.esp:ADE344
Dragonbone Quarterstaff of Winnowing,Requiem.esp:ADE345
Dragonbone Quarterstaff of Winter,Requiem.esp:ADE346
Dragonbone Quarterstaff,Requiem.esp:ADDF63
Dragonbone Shortsword of Animus,Requiem.esp:ADE347
Dragonbone Shortsword of Annihilating,Requiem.esp:ADE348
Dragonbone Shortsword of Banishing,Requiem.esp:ADE349
Dragonbone Shortsword of Blizzards,Requiem.esp:ADE34A
Dragonbone Shortsword of Damnation,Requiem.esp:ADE34B
Dragonbone Shortsword of Debilitation,Requiem.esp:ADE34C
Dragonbone Shortsword of Depleting,Requiem.esp:ADE34D
Dragonbone Shortsword of Despair,Requiem.esp:ADE34E
Dragonbone Shortsword of Devouring,Requiem.esp:ADE34F
Dragonbone Shortsword of Dread,Requiem.esp:ADE350
Dragonbone Shortsword of Enervating,Requiem.esp:ADE351
Dragonbone Shortsword of Evoking,Requiem.esp:ADE352
Dragonbone Shortsword of Exhaustion,Requiem.esp:ADE353
Dragonbone Shortsword of Expelling,Requiem.esp:ADE354
Dragonbone Shortsword of Extreme Chaos,Requiem.esp:ADE355
Dragonbone Shortsword of Fire,Requiem.esp:ADE356
Dragonbone Shortsword of Freezing,Requiem.esp:ADE357
Dragonbone Shortsword of Garnering,Requiem.esp:ADE358
Dragonbone Shortsword of Harvesting,Requiem.esp:ADE359
Dragonbone Shortsword of High Chaos,Requiem.esp:ADE35A
Dragonbone Shortsword of Holy Light,Requiem.esp:ADE371
Dragonbone Shortsword of Immobilizing,Requiem.esp:ADE35B
Dragonbone Shortsword of Leeching,Requiem.esp:ADE35C
Dragonbone Shortsword of Lethargy,Requiem.esp:ADE35D
Dragonbone Shortsword of Lightning,Requiem.esp:ADE35E
Dragonbone Shortsword of Malediction,Requiem.esp:ADE35F
Dragonbone Shortsword of Nullifying,Requiem.esp:ADE360
Dragonbone Shortsword of Petrifying,Requiem.esp:ADE361
Dragonbone Shortsword of Repulsion,Requiem.esp:ADE36F
Dragonbone Shortsword of Storms,Requiem.esp:ADE362
Dragonbone Shortsword of Stunning,Requiem.esp:ADE363
Dragonbone Shortsword of Subsuming,Requiem.esp:ADE364
Dragonbone Shortsword of Terror,Requiem.esp:ADE365
Dragonbone Shortsword of the Blaze,Requiem.esp:ADE366
Dragonbone Shortsword of the Inferno,Requiem.esp:ADE367
Dragonbone Shortsword of the Sorcerer,Requiem.esp:ADE368
Dragonbone Shortsword of the Vampire,Requiem.esp:ADE369
Dragonbone Shortsword of Thunderbolts,Requiem.esp:ADE36A
Dragonbone Shortsword of Turning,Requiem.esp:ADE373
Dragonbone Shortsword of Ultimate Chaos,Requiem.esp:ADE36B
Dragonbone Shortsword of Winnowing,Requiem.esp:ADE36C
Dragonbone Shortsword of Winter,Requiem.esp:ADE36D
Dragonbone Shortsword,Requiem.esp:ADDF62
Dragonbone Sword,Dawnguard.esm:014FCE
Dragonbone Sword,Dawnguard.esm:01A180
Dragonbone Sword,Dawnguard.esm:01A181
Dragonbone Sword,Dawnguard.esm:01A182
Dragonbone Sword,Dawnguard.esm:01A183
Dragonbone Sword,Dawnguard.esm:01A184
Dragonbone Tanto,Requiem.esp:ADDE30
Dragonbone Wakizashi,Requiem.esp:ADDE31
Dragonbone War Axe,Dawnguard.esm:014FCF
Dragonbone Warhammer,Dawnguard.esm:014C9E
Dragonbone Warhammer,Dawnguard.esm:014FD0
Dragonfly in a Jar,Skyrim.esm:0FBC3B
Dragonhide,Skyrim.esm:109639
Dragonplate Armor of Eminent Alteration,Skyrim.esm:10CF3F
Dragonplate Armor of Eminent Conjuring,Skyrim.esm:10CF41
Dragonplate Armor of Eminent Destruction,Skyrim.esm:10CF44
Dragonplate Armor of Eminent Health,Skyrim.esm:0D7A26
Dragonplate Armor of Eminent Illusion,Skyrim.esm:10CF46
Dragonplate Armor of Eminent Restoration,Skyrim.esm:10CF49
Dragonplate Armor of Extreme Alteration,Skyrim.esm:10CF4C
Dragonplate Armor of Extreme Conjuring,Skyrim.esm:10CF42
Dragonplate Armor of Extreme Destruction,Skyrim.esm:10CF4D
Dragonplate Armor of Extreme Health,Skyrim.esm:0D7A27
Dragonplate Armor of Extreme Illusion,Skyrim.esm:10CF47
Dragonplate Armor of Extreme Restoration,Skyrim.esm:10CF4A
Dragonplate Armor of Invigoration,Skyrim.esm:0FE2F9
Dragonplate Armor of Mending,Skyrim.esm:0FE2F5
Dragonplate Armor of Peerless Alteration,Skyrim.esm:10CF40
Dragonplate Armor of Peerless Conjuring,Skyrim.esm:10CF43
Dragonplate Armor of Peerless Destruction,Skyrim.esm:10CF45
Dragonplate Armor of Peerless Health,Skyrim.esm:0D7A28
Dragonplate Armor of Peerless Illusion,Skyrim.esm:10CF48
Dragonplate Armor of Peerless Restoration,Skyrim.esm:10CF4B
Dragonplate Armor of Regeneration,Skyrim.esm:0FE2F6
Dragonplate Armor of Rejuvenation,Skyrim.esm:0FE2F8
Dragonplate Armor of Renewal,Skyrim.esm:0FE2FA
Dragonplate Armor of Revival,Skyrim.esm:0FE2F7
Dragonplate Armor of the Eminent Knight,Skyrim.esm:0D7A29
Dragonplate Armor of the Noble Knight,Skyrim.esm:0D7A2A
Dragonplate Armor of the Peerless Knight,Skyrim.esm:0D7A2B
Dragonplate Armor,Dawnguard.esm:0074C9
Dragonplate Armor,Dawnguard.esm:017F76
Dragonplate Armor,Skyrim.esm:013966
Dragonplate Boots of Brawn,Skyrim.esm:0D7A1C
Dragonplate Boots of Eminent Stamina,Skyrim.esm:10DF7A
Dragonplate Boots of Extreme Stamina,Skyrim.esm:10DF7B
Dragonplate Boots of Fire Abatement,Skyrim.esm:0D7A21
Dragonplate Boots of Fire Suppression,Skyrim.esm:0D7A20
Dragonplate Boots of Frost Abatement,Skyrim.esm:0D7A24
Dragonplate Boots of Frost Suppression,Skyrim.esm:0D7A23
Dragonplate Boots of Grounding,Skyrim.esm:0D7A97
Dragonplate Boots of Muffling,Skyrim.esm:0D7A1F
Dragonplate Boots of Peerless Stamina,Skyrim.esm:10DF7C
Dragonplate Boots of Shock Abatement,Skyrim.esm:0D7A96
Dragonplate Boots of Shock Suppression,Skyrim.esm:0D7A95
Dragonplate Boots of the Firewalker,Skyrim.esm:0D7A22
Dragonplate Boots of the Mammoth,Skyrim.esm:0D7A1E
Dragonplate Boots of the Ox,Skyrim.esm:0D7A1D
Dragonplate Boots of Warmth,Skyrim.esm:0D7A25
Dragonplate Boots,Dawnguard.esm:0074C7
Dragonplate Boots,Dawnguard.esm:017F73
Dragonplate Boots,Skyrim.esm:013965
Dragonplate Cuirass of Eminent Alteration,Skyrim.esm:10CF3F
Dragonplate Cuirass of Eminent Conjuring,Skyrim.esm:10CF41
Dragonplate Cuirass of Eminent Destruction,Skyrim.esm:10CF44
Dragonplate Cuirass of Eminent Health,Skyrim.esm:0D7A26
Dragonplate Cuirass of Eminent Illusion,Skyrim.esm:10CF46
Dragonplate Cuirass of Eminent Restoration,Skyrim.esm:10CF49
Dragonplate Cuirass of Extreme Alteration,Skyrim.esm:10CF4C
Dragonplate Cuirass of Extreme Conjuring,Skyrim.esm:10CF42
Dragonplate Cuirass of Extreme Destruction,Skyrim.esm:10CF4D
Dragonplate Cuirass of Extreme Health,Skyrim.esm:0D7A27
Dragonplate Cuirass of Extreme Illusion,Skyrim.esm:10CF47
Dragonplate Cuirass of Extreme Restoration,Skyrim.esm:10CF4A
Dragonplate Cuirass of Invigoration,Skyrim.esm:0FE2F9
Dragonplate Cuirass of Mending,Skyrim.esm:0FE2F5
Dragonplate Cuirass of Peerless Alteration,Skyrim.esm:10CF40
Dragonplate Cuirass of Peerless Conjuring,Skyrim.esm:10CF43
Dragonplate Cuirass of Peerless Destruction,Skyrim.esm:10CF45
Dragonplate Cuirass of Peerless Health,Skyrim.esm:0D7A28
Dragonplate Cuirass of Peerless Illusion,Skyrim.esm:10CF48
Dragonplate Cuirass of Peerless Restoration,Skyrim.esm:10CF4B
Dragonplate Cuirass of Regeneration,Skyrim.esm:0FE2F6
Dragonplate Cuirass of Rejuvenation,Skyrim.esm:0FE2F8
Dragonplate Cuirass of Renewal,Skyrim.esm:0FE2FA
Dragonplate Cuirass of Revival,Skyrim.esm:0FE2F7
Dragonplate Cuirass of the Eminent Knight,Skyrim.esm:0D7A29
Dragonplate Cuirass of the Noble Knight,Skyrim.esm:0D7A2A
Dragonplate Cuirass of the Peerless Knight,Skyrim.esm:0D7A2B
Dragonplate Cuirass,Dawnguard.esm:017F76
Dragonplate Cuirass,Skyrim.esm:013966
Dragonplate Gauntlets of Eminent Alchemy,Skyrim.esm:0D7A3C
Dragonplate Gauntlets of Eminent Archery,Skyrim.esm:0D7A51
Dragonplate Gauntlets of Eminent Smithing,Skyrim.esm:0D7A5A
Dragonplate Gauntlets of Eminent Sure Grip,Skyrim.esm:0D7A5D
Dragonplate Gauntlets of Eminent Wielding,Skyrim.esm:0D7A54
Dragonplate Gauntlets of Extreme Alchemy,Skyrim.esm:0D7A3D
Dragonplate Gauntlets of Extreme Archery,Skyrim.esm:0D7A52
Dragonplate Gauntlets of Extreme Smithing,Skyrim.esm:0D7A5B
Dragonplate Gauntlets of Extreme Sure Grip,Skyrim.esm:0D7A5E
Dragonplate Gauntlets of Extreme Wielding,Skyrim.esm:0D7A55
Dragonplate Gauntlets of Peerless Alchemy,Skyrim.esm:0D7A3E
Dragonplate Gauntlets of Peerless Archery,Skyrim.esm:0D7A53
Dragonplate Gauntlets of Peerless Smithing,Skyrim.esm:0D7A5C
Dragonplate Gauntlets of Peerless Sure Grip,Skyrim.esm:0D7A5F
Dragonplate Gauntlets of Peerless Wielding,Skyrim.esm:0D7A56
Dragonplate Gauntlets,Dawnguard.esm:0074F7
Dragonplate Gauntlets,Dawnguard.esm:017F75
Dragonplate Gauntlets,Skyrim.esm:013967
Dragonplate Helmet of Eminent Alchemy,Skyrim.esm:0D7A60
Dragonplate Helmet of Eminent Alteration,Skyrim.esm:0D7A63
Dragonplate Helmet of Eminent Archery,Skyrim.esm:0D7A75
Dragonplate Helmet of Eminent Conjuring,Skyrim.esm:0D7A66
Dragonplate Helmet of Eminent Destruction,Skyrim.esm:0D7A69
Dragonplate Helmet of Eminent Illusion,Skyrim.esm:0D7A6F
Dragonplate Helmet of Eminent Magicka,Skyrim.esm:0D7A72
Dragonplate Helmet of Eminent Restoration,Skyrim.esm:0D7A78
Dragonplate Helmet of Extreme Alchemy,Skyrim.esm:0D7A61
Dragonplate Helmet of Extreme Alteration,Skyrim.esm:0D7A64
Dragonplate Helmet of Extreme Archery,Skyrim.esm:0D7A76
Dragonplate Helmet of Extreme Conjuring,Skyrim.esm:0D7A67
Dragonplate Helmet of Extreme Destruction,Skyrim.esm:0D7A6A
Dragonplate Helmet of Extreme Illusion,Skyrim.esm:0D7A70
Dragonplate Helmet of Extreme Magicka,Skyrim.esm:0D7A73
Dragonplate Helmet of Extreme Magicka,Skyrim.esm:0D7A74
Dragonplate Helmet of Extreme Restoration,Skyrim.esm:0D7A79
Dragonplate Helmet of Peerless Alchemy,Skyrim.esm:0D7A62
Dragonplate Helmet of Peerless Alteration,Skyrim.esm:0D7A65
Dragonplate Helmet of Peerless Archery,Skyrim.esm:0D7A77
Dragonplate Helmet of Peerless Conjuring,Skyrim.esm:0D7A68
Dragonplate Helmet of Peerless Destruction,Skyrim.esm:0D7A6B
Dragonplate Helmet of Peerless Illusion,Skyrim.esm:0D7A71
Dragonplate Helmet of Peerless Magicka,Skyrim.esm:0D7A74
Dragonplate Helmet of Peerless Restoration,Skyrim.esm:0D7A7A
Dragonplate Helmet of Recovery,Skyrim.esm:0FE2F4
Dragonplate Helmet of Replenishing,Skyrim.esm:0FE2F2
Dragonplate Helmet of Resurgence,Skyrim.esm:0FE2F3
Dragonplate Helmet of Waterbreathing,Skyrim.esm:0D7A7B
Dragonplate Helmet,Skyrim.esm:013969
Dragonplate Shield of Eminent Blocking,Skyrim.esm:0D7A7C
Dragonplate Shield of Extreme Blocking,Skyrim.esm:0D7A7D
Dragonplate Shield of Fire Abatement,Skyrim.esm:0D7A80
Dragonplate Shield of Fire Suppression,Skyrim.esm:0D7A7F
Dragonplate Shield of Frost Abatement,Skyrim.esm:0D7A83
Dragonplate Shield of Frost Suppression,Skyrim.esm:0D7A82
Dragonplate Shield of Grounding,Skyrim.esm:0D7A87
Dragonplate Shield of Magic Abatement,Skyrim.esm:10DFA5
Dragonplate Shield of Magic Suppression,Skyrim.esm:10DFA4
Dragonplate Shield of Nullification,Skyrim.esm:10DFA6
Dragonplate Shield of Peerless Blocking,Skyrim.esm:0D7A7E
Dragonplate Shield of Shock Abatement,Skyrim.esm:0D7A86
Dragonplate Shield of Shock Suppression,Skyrim.esm:0D7A85
Dragonplate Shield of the Firewalker,Skyrim.esm:0D7A81
Dragonplate Shield of Warmth,Skyrim.esm:0D7A84
Dragonplate Shield,Dawnguard.esm:018065
Dragonplate Shield,Skyrim.esm:013968
Dragon's Breath Mead,Skyrim.esm:0555E8
Dragon's Tongue (4),HearthFires.esm:000B33
Dragon's Tongue,Skyrim.esm:0889A2
Dragonscale Armor of Eminent Alteration,Skyrim.esm:10CF4E
Dragonscale Armor of Eminent Conjuring,Skyrim.esm:10CF51
Dragonscale Armor of Eminent Destruction,Skyrim.esm:10CF54
Dragonscale Armor of Eminent Health,Skyrim.esm:0D79BA
Dragonscale Armor of Eminent Illusion,Skyrim.esm:10CF57
Dragonscale Armor of Eminent Restoration,Skyrim.esm:10CF5A
Dragonscale Armor of Extreme Alteration,Skyrim.esm:10CF4F
Dragonscale Armor of Extreme Conjuring,Skyrim.esm:10CF52
Dragonscale Armor of Extreme Destruction,Skyrim.esm:10CF55
Dragonscale Armor of Extreme Health,Skyrim.esm:0D79BB
Dragonscale Armor of Extreme Illusion,Skyrim.esm:10CF58
Dragonscale Armor of Extreme Restoration,Skyrim.esm:10CF5C
Dragonscale Armor of Invigoration,Skyrim.esm:0FE2E4
Dragonscale Armor of Mending,Skyrim.esm:0FE2E0
Dragonscale Armor of Peerless Alteration,Skyrim.esm:10CF50
Dragonscale Armor of Peerless Conjuring,Skyrim.esm:10CF53
Dragonscale Armor of Peerless Destruction,Skyrim.esm:10CF56
Dragonscale Armor of Peerless Health,Skyrim.esm:0D79BC
Dragonscale Armor of Peerless Illusion,Skyrim.esm:10CF59
Dragonscale Armor of Peerless Restoration,Skyrim.esm:10CF5B
Dragonscale Armor of Regeneration,Skyrim.esm:0FE2E1
Dragonscale Armor of Rejuvenation,Skyrim.esm:0FE2E3
Dragonscale Armor of Renewal,Skyrim.esm:0FE2E5
Dragonscale Armor of Revival,Skyrim.esm:0FE2E2
Dragonscale Armor of the Eminent Knight,Skyrim.esm:0D79BD
Dragonscale Armor of the Eminent Squire,Skyrim.esm:0D79BD
Dragonscale Armor of the Noble Knight,Skyrim.esm:0D79BE
Dragonscale Armor of the Noble Squire,Skyrim.esm:0D79BE
Dragonscale Armor of the Peerless Knight,Skyrim.esm:0D79BF
Dragonscale Armor of the Peerless Squire,Skyrim.esm:0D79BF
Dragonscale Armor,Skyrim.esm:01393E
Dragonscale Boots of Brawn,Skyrim.esm:0D79A7
Dragonscale Boots of Eminent Sneaking,Skyrim.esm:0D79AA
Dragonscale Boots of Eminent Stamina,Skyrim.esm:10DF7D
Dragonscale Boots of Extreme Sneaking,Skyrim.esm:0FDA05
Dragonscale Boots of Extreme Stamina,Skyrim.esm:10DF7E
Dragonscale Boots of Fire Abatement,Skyrim.esm:0D79AC
Dragonscale Boots of Fire Suppression,Skyrim.esm:0D79AB
Dragonscale Boots of Frost Abatement,Skyrim.esm:0D79AF
Dragonscale Boots of Frost Suppression,Skyrim.esm:0D79AE
Dragonscale Boots of Grounding,Skyrim.esm:0D79B3
Dragonscale Boots of Peerless Sneaking,Skyrim.esm:0FDA06
Dragonscale Boots of Peerless Stamina,Skyrim.esm:10DF7F
Dragonscale Boots of Shock Abatement,Skyrim.esm:0D79B2
Dragonscale Boots of Shock Suppression,Skyrim.esm:0D79B1
Dragonscale Boots of the Firewalker,Skyrim.esm:0D79AD
Dragonscale Boots of the Mammoth,Skyrim.esm:0D79A9
Dragonscale Boots of the Ox,Skyrim.esm:0D79A8
Dragonscale Boots of Warmth,Skyrim.esm:0D79B0
Dragonscale Boots,Skyrim.esm:01393D
Dragonscale Cuirass of Eminent Alteration,Skyrim.esm:10CF4E
Dragonscale Cuirass of Eminent Conjuring,Skyrim.esm:10CF51
Dragonscale Cuirass of Eminent Destruction,Skyrim.esm:10CF54
Dragonscale Cuirass of Eminent Health,Skyrim.esm:0D79BA
Dragonscale Cuirass of Eminent Illusion,Skyrim.esm:10CF57
Dragonscale Cuirass of Eminent Restoration,Skyrim.esm:10CF5A
Dragonscale Cuirass of Extreme Alteration,Skyrim.esm:10CF4F
Dragonscale Cuirass of Extreme Conjuring,Skyrim.esm:10CF52
Dragonscale Cuirass of Extreme Destruction,Skyrim.esm:10CF55
Dragonscale Cuirass of Extreme Health,Skyrim.esm:0D79BB
Dragonscale Cuirass of Extreme Illusion,Skyrim.esm:10CF58
Dragonscale Cuirass of Extreme Restoration,Skyrim.esm:10CF5C
Dragonscale Cuirass of Invigoration,Skyrim.esm:0FE2E4
Dragonscale Cuirass of Mending,Skyrim.esm:0FE2E0
Dragonscale Cuirass of Peerless Alteration,Skyrim.esm:10CF50
Dragonscale Cuirass of Peerless Conjuring,Skyrim.esm:10CF53
Dragonscale Cuirass of Peerless Destruction,Skyrim.esm:10CF56
Dragonscale Cuirass of Peerless Health,Skyrim.esm:0D79BC
Dragonscale Cuirass of Peerless Illusion,Skyrim.esm:10CF59
Dragonscale Cuirass of Peerless Restoration,Skyrim.esm:10CF5B
Dragonscale Cuirass of Regeneration,Skyrim.esm:0FE2E1
Dragonscale Cuirass of Rejuvenation,Skyrim.esm:0FE2E3
Dragonscale Cuirass of Renewal,Skyrim.esm:0FE2E5
Dragonscale Cuirass of Revival,Skyrim.esm:0FE2E2
Dragonscale Cuirass of the Eminent Squire,Skyrim.esm:0D79BD
Dragonscale Cuirass of the Noble Squire,Skyrim.esm:0D79BE
Dragonscale Cuirass of the Peerless Squire,Skyrim.esm:0D79BF
Dragonscale Cuirass,Skyrim.esm:01393E
Dragonscale Gauntlets of Eminent Alchemy,Skyrim.esm:0D79D0
Dragonscale Gauntlets of Eminent Archery,Skyrim.esm:0D79E5
Dragonscale Gauntlets of Eminent Deft Hands,Skyrim.esm:10DF6E
Dragonscale Gauntlets of Eminent Lockpicking,Skyrim.esm:10DF71
Dragonscale Gauntlets of Eminent Smithing,Skyrim.esm:0D79EE
Dragonscale Gauntlets of Eminent Sure Grip,Skyrim.esm:0D79F1
Dragonscale Gauntlets of Eminent Wielding,Skyrim.esm:0D79E8
Dragonscale Gauntlets of Extreme Alchemy,Skyrim.esm:0D79D1
Dragonscale Gauntlets of Extreme Archery,Skyrim.esm:0D79E6
Dragonscale Gauntlets of Extreme Deft Hands,Skyrim.esm:10DF6F
Dragonscale Gauntlets of Extreme Lockpicking,Skyrim.esm:10DF72
Dragonscale Gauntlets of Extreme Smithing,Skyrim.esm:0D79EF
Dragonscale Gauntlets of Extreme Sure Grip,Skyrim.esm:0D79F2
Dragonscale Gauntlets of Extreme Wielding,Skyrim.esm:0D79E9
Dragonscale Gauntlets of Peerless Alchemy,Skyrim.esm:0D79D2
Dragonscale Gauntlets of Peerless Archery,Skyrim.esm:0D79E7
Dragonscale Gauntlets of Peerless Deft Hands,Skyrim.esm:10DF70
Dragonscale Gauntlets of Peerless Lockpicking,Skyrim.esm:10DF73
Dragonscale Gauntlets of Peerless Smithing,Skyrim.esm:0D79F0
Dragonscale Gauntlets of Peerless Sure Grip,Skyrim.esm:0D79F3
Dragonscale Gauntlets of Peerless Wielding,Skyrim.esm:0D79EA
Dragonscale Gauntlets,Skyrim.esm:01393F
Dragonscale Helmet of Eminent Alchemy,Skyrim.esm:0D79F4
Dragonscale Helmet of Eminent Alteration,Skyrim.esm:0D79F7
Dragonscale Helmet of Eminent Archery,Skyrim.esm:0D7A09
Dragonscale Helmet of Eminent Conjuring,Skyrim.esm:0D79FA
Dragonscale Helmet of Eminent Destruction,Skyrim.esm:0D79FD
Dragonscale Helmet of Eminent Illusion,Skyrim.esm:0D7A03
Dragonscale Helmet of Eminent Magicka,Skyrim.esm:0D7A06
Dragonscale Helmet of Eminent Restoration,Skyrim.esm:0D7A0C
Dragonscale Helmet of Extreme Alchemy,Skyrim.esm:0D79F5
Dragonscale Helmet of Extreme Alteration,Skyrim.esm:0D79F8
Dragonscale Helmet of Extreme Archery,Skyrim.esm:0D7A0A
Dragonscale Helmet of Extreme Conjuring,Skyrim.esm:0D79FB
Dragonscale Helmet of Extreme Destruction,Skyrim.esm:0D79FE
Dragonscale Helmet of Extreme Illusion,Skyrim.esm:0D7A04
Dragonscale Helmet of Extreme Magicka,Skyrim.esm:0D7A07
Dragonscale Helmet of Extreme Restoration,Skyrim.esm:0D7A0D
Dragonscale Helmet of Peerless Alchemy,Skyrim.esm:0D79F6
Dragonscale Helmet of Peerless Alteration,Skyrim.esm:0D79F9
Dragonscale Helmet of Peerless Archery,Skyrim.esm:0D7A0B
Dragonscale Helmet of Peerless Conjuring,Skyrim.esm:0D79FC
Dragonscale Helmet of Peerless Destruction,Skyrim.esm:0D79FF
Dragonscale Helmet of Peerless Illusion,Skyrim.esm:0D7A05
Dragonscale Helmet of Peerless Magicka,Skyrim.esm:0D7A08
Dragonscale Helmet of Peerless Restoration,Skyrim.esm:0D7A0E
Dragonscale Helmet of Recovery,Skyrim.esm:0FE2E8
Dragonscale Helmet of Replenishing,Skyrim.esm:0FE2E6
Dragonscale Helmet of Resurgence,Skyrim.esm:0FE2E7
Dragonscale Helmet of Waterbreathing,Skyrim.esm:0D7A0F
Dragonscale Helmet,Skyrim.esm:013940
Dragonscale Shield of Eminent Blocking,Skyrim.esm:0D7A10
Dragonscale Shield of Extreme Blocking,Skyrim.esm:0D7A11
Dragonscale Shield of Fire Abatement,Skyrim.esm:0D7A14
Dragonscale Shield of Fire Suppression,Skyrim.esm:0D7A13
Dragonscale Shield of Frost Abatement,Skyrim.esm:0D7A17
Dragonscale Shield of Frost Suppression,Skyrim.esm:0D7A16
Dragonscale Shield of Grounding,Skyrim.esm:0D7A1B
Dragonscale Shield of Magic Abatement,Skyrim.esm:10DFA8
Dragonscale Shield of Magic Suppression,Skyrim.esm:10DFA7
Dragonscale Shield of Nullification,Skyrim.esm:10DFA9
Dragonscale Shield of Peerless Blocking,Skyrim.esm:0D7A12
Dragonscale Shield of Shock Abatement,Skyrim.esm:0D7A1A
